City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
344,Vila Franca Do Campo,PT,37.7167,-25.4333,52.21,79,100,2.64,overcast clouds
345,La Plata,AR,-34.9215,-57.9545,66.81,45,0,4.76,clear sky
346,Aranos,NA,-24.1333,19.1167,65.84,37,21,6.71,few clouds
347,Sur,OM,22.5667,59.5289,76.73,52,0,2.21,clear sky
348,Quatre Cocos,MU,-20.2078,57.7625,83.08,86,84,26.51,light rain
349,Maltahohe,NA,-24.8333,16.9833,53.85,60,0,3.13,clear sky
350,Atoyac,MX,20.0167,-103.5333,58.42,72,2,2.59,clear sky
351,Beringovskiy,RU,63.05,179.3167,-3.35,97,100,10.54,overcast clouds
352,Fairbanks,US,64.8378,-147.7164,8.94,82,100,0.0,light snow
353,Sorland,NO,67.667,12.6934,35.46,74,57,22.37,broken clouds
354,Karratha,AU,-20.7377,116.8463,100.29,37,30,13.27,scattered clouds
355,Nowa Sol,PL,51.8033,15.717,37.87,89,100,12.15,overcast clouds
356,Zhuhai,CN,22.2769,113.5678,75.85,56,56,13.8,broken clouds
357,Paita,PE,-5.0892,-81.1144,76.42,80,100,6.93,overcast clouds
358,Garowe,SO,8.4054,48.4845,69.67,40,61,11.43,broken clouds
359,Anadyr,RU,64.75,177.4833,-3.5,70,20,2.24,light snow
360,Nelson Bay,AU,-32.7167,152.15,87.85,70,0,27.0,clear sky
361,Phalombe,MW,-15.8064,35.6507,72.21,93,79,4.23,broken clouds
362,Kupang,ID,-10.1667,123.5833,88.38,79,40,9.22,scattered clouds
363,Tigil,RU,57.8,158.6667,-0.22,87,83,5.95,broken clouds
364,Gravelbourg,CA,49.8834,-106.5512,23.65,91,96,13.29,overcast clouds
365,Alice Springs,AU,-23.7,133.8833,92.75,26,40,18.41,scattered clouds
366,Hualmay,PE,-11.0964,-77.6139,73.8,85,99,8.08,overcast clouds
367,Nador,MA,35.174,-2.9287,59.25,100,100,4.61,overcast clouds
368,Bathsheba,BB,13.2167,-59.5167,77.61,69,20,14.97,light rain
369,Puerto Quijarro,BO,-17.7833,-57.7667,70.39,68,100,3.47,overcast clouds
370,Pospelikha,RU,51.95,81.7667,15.57,99,100,5.28,overcast clouds
371,Kyabram,AU,-36.3167,145.05,94.87,12,0,8.3,clear sky
372,Malanje,AO,-9.5402,16.341,64.17,96,100,1.19,overcast clouds
373,Miri,MY,4.4148,114.0089,81.45,75,83,7.54,broken clouds
374,Kapuskasing,CA,49.4169,-82.4331,-1.64,93,100,8.81,overcast clouds
375,Richards Bay,ZA,-28.783,32.0377,78.01,87,47,10.09,scattered clouds
376,Port Macquarie,AU,-31.4333,152.9167,81.9,57,83,15.08,broken clouds
377,Verkhnyaya Khava,RU,51.8404,39.9413,26.67,97,90,7.81,overcast clouds
378,Ovalle,CL,-30.5983,-71.2003,73.36,59,6,2.75,clear sky
379,Oussouye,SN,12.485,-16.5469,67.86,74,3,3.0,clear sky
380,Moose Factory,CA,51.2585,-80.6094,-8.12,91,100,11.07,overcast clouds
381,Tonota,BW,-21.4833,27.4833,66.16,87,99,10.13,overcast clouds
382,Avera,US,33.194,-82.5271,51.91,83,92,6.76,overcast clouds
383,Matagami,CA,49.7502,-77.6328,1.51,78,100,24.16,light snow
384,Bauchi,NG,10.5,10.0,58.73,28,1,4.85,clear sky
385,Parker,US,32.7668,-97.8003,64.15,50,100,1.01,overcast clouds
386,Lorengau,PG,-2.0226,147.2712,83.16,77,69,5.77,broken clouds
387,Kachiry,KZ,53.0675,76.1036,11.89,92,99,9.91,overcast clouds
388,Pryozerne,UA,45.2698,36.3303,45.64,92,100,15.75,overcast clouds
389,Schwedt,DE,53.0596,14.2815,40.57,87,100,16.31,light rain
390,Terre Haute,US,39.4667,-87.4139,47.25,78,0,8.05,clear sky
391,Ca Mau,VN,9.1769,105.15,88.54,53,37,4.16,scattered clouds
392,Sabha,LY,27.0377,14.4283,47.32,45,0,8.46,clear sky
393,Maraa,BR,-1.8333,-65.3667,72.77,100,100,2.82,light rain
394,Buriti Dos Lopes,BR,-3.175,-41.8669,73.85,91,100,3.13,overcast clouds
395,Klobuck,PL,50.9008,18.9367,31.05,89,100,12.75,overcast clouds
396,Torbat-E Jam,IR,35.244,60.6225,48.9,29,0,0.78,clear sky
397,Yagodnoye,RU,62.55,149.6667,-23.78,96,52,0.6,broken clouds
398,Sabang,ID,5.8933,95.3214,81.7,74,36,15.77,scattered clouds
399,Brae,GB,60.3964,-1.353,42.94,73,84,39.26,broken clouds
400,Ayorou,NE,14.7308,0.9174,65.1,15,11,10.78,few clouds
401,Abnub,EG,27.2696,31.1511,49.6,86,0,9.26,clear sky
402,Taitung,TW,22.7583,121.1444,70.07,60,75,8.05,broken clouds
403,Jinxiang,CN,27.4327,120.6062,52.75,65,99,14.0,overcast clouds
404,Washington,US,47.5001,-120.5015,45.64,53,84,4.88,broken clouds
405,Yeppoon,AU,-23.1333,150.7333,82.18,61,100,14.67,overcast clouds
406,Labuhan,ID,-6.8844,112.2051,85.19,69,67,7.99,broken clouds
407,Kedrovyy,RU,56.1667,91.8167,19.87,90,99,6.64,overcast clouds
408,Ayan,RU,56.45,138.1667,7.32,54,93,14.88,overcast clouds
409,San Cristobal,VE,7.7669,-72.225,66.38,86,3,1.83,clear sky
410,Agadez,NE,19.75,10.25,53.62,31,0,8.84,clear sky
411,Mareeba,AU,-17.0,145.4333,81.48,81,100,6.82,overcast clouds
412,Sembe,CG,1.6481,14.5806,68.61,46,91,3.71,overcast clouds
413,Salinopolis,BR,-0.6136,-47.3561,76.39,84,97,7.49,overcast clouds
414,Maputo,MZ,-25.9653,32.5892,77.74,86,88,7.96,overcast clouds
415,Mayumba,GA,-3.432,10.6554,77.59,90,99,4.34,overcast clouds
416,Kantilo,IN,20.35,85.1833,89.37,40,0,2.35,clear sky
417,Santander Jimenez,MX,24.2167,-98.4667,63.84,95,5,8.28,clear sky
418,Shakawe,BW,-18.3667,21.85,69.21,43,99,7.34,overcast clouds
419,Trairi,BR,-3.2778,-39.2689,76.6,85,100,4.29,overcast clouds
420,Havoysund,NO,70.9963,24.6622,34.03,92,100,27.51,light snow
421,Talnakh,RU,69.4865,88.3972,7.21,96,100,7.43,overcast clouds
422,Balaipungut,ID,1.05,101.2833,79.43,82,100,5.44,overcast clouds
423,Banda Aceh,ID,5.5577,95.3222,84.99,67,54,12.95,broken clouds
424,Oliveira Dos Brejinhos,BR,-12.3169,-42.8961,68.61,64,20,2.35,few clouds
425,Denpasar,ID,-8.65,115.2167,85.71,74,40,16.11,scattered clouds
426,Aklavik,CA,68.2191,-135.0107,-3.68,99,100,3.76,overcast clouds
427,Manicaragua,CU,22.1494,-79.9736,68.45,92,0,4.29,clear sky
428,Bestobe,KZ,52.4994,73.0975,20.52,79,100,10.92,overcast clouds
429,Bamnet Narong,TH,15.4992,101.6897,85.28,36,63,16.31,broken clouds
430,Bonthe,SL,7.5264,-12.505,74.64,92,3,4.36,clear sky
431,Conceicao Do Araguaia,BR,-8.2578,-49.2647,70.27,95,95,3.0,overcast clouds
432,Gazli,UZ,40.1333,63.45,48.13,70,58,5.68,broken clouds
433,San Juan Bautista,PE,-14.0108,-75.7358,75.09,72,99,2.26,overcast clouds
434,Najran,SA,17.4924,44.1277,57.63,31,4,1.66,clear sky
435,Kattivakkam,IN,13.2167,80.3167,86.09,71,3,2.64,clear sky
436,Mount Isa,AU,-20.7333,139.5,83.97,54,100,10.36,overcast clouds
437,Namie,JP,37.4833,141.0,41.72,54,30,20.92,scattered clouds
438,Toowoomba,AU,-27.55,151.9667,76.24,66,98,8.99,overcast clouds
439,Sinop,TR,41.7711,34.8709,46.83,80,100,7.99,overcast clouds
440,Grand Gaube,MU,-20.0064,57.6608,83.37,74,82,11.99,light rain
441,San Bartolome,ES,27.9248,-15.5733,49.32,79,20,6.91,few clouds
442,Te Anau,NZ,-45.4167,167.7167,74.28,42,46,7.58,scattered clouds
443,Jeremie,HT,18.65,-74.1167,75.38,77,8,7.65,clear sky
444,Ushtobe,KZ,45.2514,77.9838,30.15,90,95,0.69,overcast clouds
445,Itoman,JP,26.1247,127.6694,66.58,59,75,20.71,broken clouds
446,Toktogul,KG,41.8708,72.9402,31.33,70,57,0.65,broken clouds
447,Ibra,OM,22.6906,58.5334,75.0,36,2,1.39,clear sky
448,Vestmannaeyjar,IS,63.4427,-20.2734,38.91,74,12,39.19,few clouds
449,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,61.16,74,51,5.82,broken clouds
450,Vardo,NO,70.3705,31.1107,24.78,80,100,16.11,overcast clouds
451,Salvacion,PH,7.9833,126.1333,84.33,74,96,1.07,overcast clouds
452,Bowen,AU,-20.0167,148.2333,82.08,68,100,14.65,light rain
453,Marsh Harbour,BS,26.5412,-77.0636,74.34,78,41,9.33,scattered clouds
454,Patitirion,GR,39.15,23.8667,54.37,76,43,17.4,scattered clouds
455,Tikhvin,RU,59.6451,33.5294,7.72,96,47,5.28,scattered clouds
456,Bay City,US,43.5945,-83.8889,39.52,75,40,5.75,scattered clouds
457,Kyshtovka,RU,56.555,76.6271,8.06,94,90,8.5,overcast clouds
458,Bangassou,CF,4.7413,22.8184,67.77,35,100,3.6,overcast clouds
459,Pelym,RU,61.0108,61.9978,-3.73,100,100,1.81,overcast clouds
460,Oleksandrivka,UA,48.9634,32.2349,31.01,76,49,13.51,scattered clouds
461,Cowra,AU,-33.8333,148.6833,97.29,20,0,6.33,clear sky
462,Vanimo,PG,-2.6741,141.3028,83.73,75,70,9.31,broken clouds
463,Roebourne,AU,-20.7833,117.1333,102.61,32,44,12.59,scattered clouds
464,Road Town,VG,18.4167,-64.6167,75.29,68,24,21.56,few clouds
465,Golub-Dobrzyn,PL,53.1109,19.0538,35.06,85,100,14.97,overcast clouds
466,Meulaboh,ID,4.1363,96.1285,84.99,66,97,3.67,overcast clouds
467,Collie,AU,-33.3667,116.15,91.02,25,42,10.4,scattered clouds
468,Mattru,SL,7.6244,-11.8332,73.49,93,7,2.13,clear sky
469,Emba,KZ,48.8264,58.1442,31.08,97,100,14.88,light snow
470,Suluq,LY,31.6682,20.2521,51.3,76,0,5.44,clear sky
471,Dukat,RU,62.55,155.55,-23.04,93,100,4.76,overcast clouds
472,Ambilobe,MG,-13.2,49.05,77.74,81,73,1.97,broken clouds
473,Kazlu Ruda,LT,54.7667,23.5,26.58,78,43,9.6,scattered clouds
474,Dzaoudzi,YT,-12.7887,45.2699,80.49,89,0,2.3,clear sky
475,Bilibino,RU,68.0546,166.4372,-22.97,100,97,1.32,overcast clouds
476,Hastings,GB,50.8552,0.5729,46.98,45,95,15.55,overcast clouds
477,Asfi,MA,32.2994,-9.2372,59.05,63,55,9.17,broken clouds
478,Misratah,LY,32.3754,15.0925,55.98,59,0,6.71,clear sky
479,Dhidhdhoo,MV,6.8833,73.1,80.69,73,84,6.44,broken clouds
480,Florence,IT,43.7667,11.25,50.09,91,20,3.44,few clouds
481,Bahia Honda,CU,22.9036,-83.1592,72.64,85,2,8.66,clear sky
482,Chengde,CN,40.9725,117.9361,28.78,22,0,13.82,clear sky
483,Stornoway,GB,58.2093,-6.3865,45.03,78,40,18.41,scattered clouds
484,Neiafu,TO,-18.65,-173.9833,84.88,74,40,2.3,scattered clouds
485,Ambagarh Chauki,IN,20.7833,80.7167,88.18,13,0,3.69,clear sky
486,San Ignacio,BZ,17.1561,-89.0714,69.94,94,0,0.0,clear sky
487,Fomboni,KM,-12.28,43.7425,82.22,73,14,5.79,few clouds
488,Ola,RU,59.5833,151.2833,3.15,79,19,6.98,few clouds
489,Mitsamiouli,KM,-11.3847,43.2844,82.51,71,29,3.42,scattered clouds
490,Waunakee,US,43.1919,-89.4557,30.88,84,0,5.75,clear sky
491,The Pas,CA,53.8251,-101.2541,-17.88,99,98,4.03,overcast clouds
492,San Jose De Rio Tinto,HN,14.9333,-85.7,83.77,97,9,2.95,clear sky
493,Metro,ID,-5.1131,105.3067,85.28,66,99,4.92,overcast clouds
494,Kavaratti,IN,10.5669,72.642,79.81,73,7,7.27,clear sky
495,Kamaishi,JP,39.2667,141.8833,34.86,52,13,14.92,few clouds
496,Umaria,IN,23.5333,80.8333,82.94,19,0,3.22,clear sky
497,Pipri,IN,19.8,75.5333,84.04,17,0,3.44,clear sky
498,Petawawa,CA,45.9001,-77.3328,39.78,67,99,8.63,overcast clouds
499,Tezu,IN,27.9167,96.1667,83.37,26,59,4.34,broken clouds
500,Husavik,IS,66.0449,-17.3389,32.95,99,100,13.8,snow
501,Jalu,LY,29.0331,21.5482,50.79,80,0,7.27,clear sky
502,Tuy Hoa,VN,13.0833,109.3,75.43,79,100,15.3,overcast clouds
503,Yar-Sale,RU,66.8333,70.8333,-7.26,98,69,5.95,broken clouds
504,Hamilton,US,39.1834,-84.5333,52.0,48,75,11.5,broken clouds
505,Hvolsvollur,IS,63.7533,-20.2243,34.45,76,84,20.51,broken clouds
506,Wellington,NZ,-41.2866,174.7756,72.59,74,20,19.57,few clouds
507,Huilong,CN,31.8111,121.655,47.5,44,0,8.97,clear sky
508,Knysna,ZA,-34.0363,23.0471,66.13,84,22,3.09,few clouds
509,Riyadh,SA,24.6877,46.7219,51.94,21,100,4.23,overcast clouds
510,Sao Desiderio,BR,-12.3633,-44.9733,67.19,88,68,1.57,broken clouds
511,Kisaran,ID,2.9845,99.6158,85.95,63,100,4.83,overcast clouds
512,Maningrida,AU,-12.0667,134.2667,86.99,67,89,11.77,overcast clouds
513,Padang,ID,-0.9492,100.3543,86.05,63,99,5.97,overcast clouds
514,San Vicente,AR,-26.6167,-54.1333,59.67,95,89,2.3,overcast clouds
515,Klaksvik,FO,62.2266,-6.589,41.92,69,21,53.24,few clouds
516,Hun,LY,29.1268,15.9477,48.31,66,0,3.85,clear sky
517,Wuwei,CN,37.9281,102.6414,34.56,43,91,9.33,overcast clouds
518,Srednekolymsk,RU,67.45,153.6833,-28.61,96,99,6.35,overcast clouds
519,Diamantino,BR,-14.4086,-56.4461,70.29,87,96,2.39,light rain
520,Severnoye,RU,56.3491,78.3619,7.02,93,88,8.52,overcast clouds
521,Mulchen,CL,-37.7167,-72.2333,56.41,66,2,6.33,clear sky
522,Liaozhong,CN,41.5061,122.7242,27.68,23,0,15.08,clear sky
523,Mongo,TD,12.1844,18.693,67.86,15,56,5.86,broken clouds
524,Samfya,ZM,-11.3649,29.5565,65.86,92,100,3.89,light rain
525,Sangar,RU,63.9242,127.4739,-23.3,95,80,3.8,broken clouds
526,Biak,ID,-0.9131,122.8766,79.95,81,98,3.44,overcast clouds
527,Antalaha,MG,-14.9003,50.2788,80.56,69,60,6.08,broken clouds
528,Fort Walton Beach,US,30.4058,-86.6188,60.82,83,0,3.44,clear sky
529,Guanare,VE,9.0418,-69.7421,71.69,52,0,2.89,clear sky
530,Abreus,CU,22.2775,-80.5675,70.11,83,0,9.66,clear sky
531,Mayo,US,38.8876,-76.5119,54.14,85,0,8.05,clear sky
532,Tombouctou,ML,20.0,-3.0,65.55,13,49,11.03,scattered clouds
533,Hay River,CA,60.8156,-115.7999,-18.42,69,75,3.44,broken clouds
534,San Isidro,PE,-12.1167,-77.05,76.01,83,40,13.8,scattered clouds
535,Pontes E Lacerda,BR,-15.2261,-59.3353,66.51,89,97,0.34,overcast clouds
536,Stephenville,US,32.2207,-98.2023,63.25,51,0,8.01,clear sky
537,Barcelos,PT,41.5388,-8.6151,59.68,78,85,5.3,overcast clouds
538,Warrensburg,US,38.7628,-93.7361,47.01,67,100,6.91,overcast clouds
539,Marsaxlokk,MT,35.8419,14.5431,52.41,93,40,6.91,scattered clouds
540,Businga,CD,3.3333,20.8833,67.86,42,67,0.96,broken clouds
541,Mirnyy,RU,62.5353,113.9611,9.12,91,100,9.37,overcast clouds
542,Baykit,RU,61.67,96.37,11.46,96,100,4.45,overcast clouds
543,Broome,US,42.2506,-75.833,39.58,69,0,8.05,clear sky
544,Whitianga,NZ,-36.8333,175.7,69.24,74,100,3.98,overcast clouds
545,Rio Gallegos,AR,-51.6226,-69.2181,46.45,57,100,5.75,overcast clouds
546,Salalah,OM,17.0151,54.0924,78.89,24,0,16.11,clear sky
547,Petukhovo,RU,55.0692,67.9019,14.85,95,100,10.78,light snow
548,Brunswick,US,41.2381,-81.8418,47.8,55,75,10.36,broken clouds
549,Tessalit,ML,20.1986,1.0114,62.6,17,25,11.5,scattered clouds
550,Planaltina,BR,-15.4528,-47.6142,65.35,88,58,1.68,broken clouds
551,Nambucca Heads,AU,-30.65,153.0,82.0,65,92,14.7,overcast clouds
552,Jackson,US,42.4165,-122.8345,44.47,72,0,0.0,clear sky
553,Cloquet,US,46.7216,-92.4594,13.8,67,0,0.0,clear sky
554,Grants,US,35.1473,-107.8514,39.43,56,0,8.05,clear sky
555,Yulara,AU,-25.2406,130.9889,100.18,17,22,18.68,few clouds
556,Tual,ID,-5.6667,132.75,80.11,84,100,17.34,light rain
557,Bilma,NE,18.6853,12.9164,58.06,26,10,5.7,clear sky
558,Bom Jesus,BR,-9.0744,-44.3586,68.9,96,100,0.74,overcast clouds
559,Dodge City,US,37.7528,-100.0171,41.22,51,0,9.22,clear sky
560,Waingapu,ID,-9.6567,120.2641,86.25,70,14,8.66,few clouds
561,Auki,SB,-8.7676,160.7034,82.04,80,82,1.9,broken clouds
562,Jember,ID,-8.166,113.7032,84.43,76,41,6.51,scattered clouds
563,Kaeo,NZ,-35.1,173.7833,74.32,63,6,7.49,clear sky
564,Nouadhibou,MR,20.931,-17.0347,60.78,72,79,18.41,broken clouds
565,Mustasaari,FI,63.1142,21.6822,24.75,93,100,4.61,overcast clouds
566,Albania,AL,41.0,20.0,45.73,85,44,3.47,scattered clouds
567,Goderich,CA,43.7501,-81.7165,41.92,70,100,8.05,overcast clouds
568,Batagay,RU,67.6333,134.6333,-27.22,93,24,3.33,few clouds
569,Shache,CN,38.4167,77.2406,38.97,37,100,3.22,overcast clouds
570,Grafton,US,42.207,-71.6856,46.65,88,85,5.01,overcast clouds
571,San Patricio,US,28.017,-97.5169,69.66,92,65,6.78,broken clouds
572,Chipinge,ZW,-20.1883,32.6236,68.52,83,100,3.83,overcast clouds
573,Xining,CN,36.6167,101.7667,34.81,47,86,2.64,overcast clouds
574,Sladkovo,RU,55.5284,70.3385,14.86,95,100,10.58,overcast clouds
575,Alta Floresta,BR,-9.8756,-56.0861,70.81,99,100,2.48,moderate rain
576,Buin,CL,-33.7333,-70.75,75.11,43,98,0.76,overcast clouds
577,Visby,SE,57.6409,18.296,35.82,75,75,10.36,broken clouds
578,Kulhudhuffushi,MV,6.6221,73.07,80.62,73,87,6.46,overcast clouds
579,Tomatlan,MX,19.9333,-105.25,70.54,57,6,3.62,clear sky
580,Bow Island,CA,49.8668,-111.3684,32.18,93,100,9.22,light snow
581,Orichi,RU,58.4036,49.0572,-7.02,100,67,6.44,broken clouds
582,Mecca,SA,21.4267,39.8261,76.1,34,47,1.43,scattered clouds
583,Kralendijk,BQ,12.15,-68.2667,75.18,88,75,13.8,broken clouds
584,Pangani,TZ,-5.4333,38.9667,79.05,76,45,12.84,scattered clouds
585,Ukiah,US,39.1502,-123.2078,55.65,70,0,1.01,clear sky
586,Hosanagara,IN,13.9167,75.0667,87.08,25,0,4.88,clear sky
587,Anchorage,US,61.2181,-149.9003,26.1,91,100,9.22,overcast clouds
588,Mana,GF,5.6592,-53.7767,74.5,80,80,7.34,broken clouds
589,Sola,VU,-13.8833,167.55,76.14,86,100,8.95,overcast clouds
590,Novosheshminsk,RU,55.0651,51.2338,-5.96,100,94,4.99,overcast clouds
591,Kimbe,PG,-5.5502,150.1429,85.19,73,93,3.42,moderate rain
592,Palauig,PH,15.435,119.9045,82.44,72,38,6.87,scattered clouds
593,Tautira,PF,-17.7333,-149.15,81.63,76,95,14.7,overcast clouds
594,Hauterive,FR,46.0901,3.4459,34.56,94,71,2.75,broken clouds
595,Sistranda,NO,63.7256,8.834,30.16,94,100,22.44,light snow
596,Porto Novo,BJ,6.4965,2.6036,80.42,86,39,3.42,scattered clouds
597,Carballo,ES,43.213,-8.691,48.51,86,8,3.49,clear sky
598,Simbahan,PH,6.3032,120.5836,80.35,78,95,4.21,overcast clouds
599,Silca,HN,14.8333,-86.5333,61.54,94,38,2.84,scattered clouds
600,Kampene,CD,-3.6,26.6667,71.49,91,100,1.7,overcast clouds
601,Bosaso,SO,11.2842,49.1816,75.06,60,71,1.36,broken clouds
602,Kostomuksha,RU,64.571,30.5767,-9.24,100,100,3.33,overcast clouds
603,Marawi,PH,7.9986,124.2928,79.54,72,69,3.76,broken clouds
604,Vostok,RU,46.4856,135.8833,8.02,83,100,7.81,overcast clouds
605,Martinsburg,US,39.4562,-77.9639,51.04,77,0,8.05,clear sky
606,Bintulu,MY,3.1667,113.0333,84.61,79,40,6.91,scattered clouds
607,Okhotsk,RU,59.3833,143.3,-3.6,74,4,9.46,clear sky
608,Olinda,BR,-8.0089,-34.8553,82.13,74,40,6.91,scattered clouds
609,Itauna,BR,-20.0753,-44.5764,63.61,95,98,3.98,overcast clouds
610,Kashkhatau,RU,43.3185,43.608,36.16,72,97,4.41,overcast clouds
611,Vila,PT,42.0304,-8.1588,43.68,71,87,4.94,overcast clouds
612,Chardara,KZ,41.2547,67.9692,46.8,67,67,10.33,broken clouds
613,Kostek,RU,43.3439,46.8541,39.36,71,76,7.78,broken clouds
614,Mahbubnagar,IN,16.7333,77.9833,82.69,33,0,3.02,clear sky
615,La Ronge,CA,55.1001,-105.2842,-12.75,70,75,5.75,light snow
616,Sao Felix Do Xingu,BR,-6.6447,-51.995,70.39,100,100,1.41,overcast clouds
617,Socorro,US,31.6546,-106.3033,57.49,71,75,14.97,broken clouds
618,Takoradi,GH,4.8845,-1.7554,76.6,90,4,1.5,clear sky
619,Berdigestyakh,RU,62.0989,126.6992,-9.83,94,100,4.29,overcast clouds
620,Walvis Bay,NA,-22.9575,14.5053,63.55,77,0,1.14,clear sky
621,Rodrigues Alves,BR,-7.738,-72.6509,67.77,100,100,1.61,light rain
622,Bafata,GW,12.1667,-14.75,70.36,81,17,3.67,few clouds
623,Zhumadian,CN,32.9794,114.0294,57.15,25,65,7.07,broken clouds
624,Rawah,IQ,34.4816,41.9093,47.88,48,0,7.18,clear sky
625,Encheng,CN,22.1839,112.3026,74.97,43,27,11.68,scattered clouds
626,La Asuncion,VE,11.0333,-63.8628,74.93,94,2,11.5,light rain
627,Henties Bay,NA,-22.116,14.2845,62.78,85,0,0.4,clear sky
628,San Andres,CO,12.5847,-81.7006,80.62,74,20,19.57,few clouds
629,Ambon,ID,-3.6954,128.1814,86.14,70,40,4.61,scattered clouds
630,Khilchipur,IN,24.0333,76.5667,83.46,16,6,6.78,clear sky
631,Saint-Pierre,RE,-21.3393,55.4781,84.56,89,75,25.32,mist
632,Davila,PH,18.4726,120.5763,84.18,90,99,28.3,overcast clouds
633,Tateyama,JP,34.9833,139.8667,53.15,57,21,2.95,few clouds
634,Poronaysk,RU,49.2167,143.1167,13.48,75,61,10.87,broken clouds
635,Gunnedah,AU,-30.9833,150.25,95.09,24,100,5.1,overcast clouds
636,Surt,LY,31.2089,16.5887,54.37,69,0,6.8,clear sky
637,Green River,US,41.5286,-109.4662,25.99,66,63,8.01,broken clouds
638,Pitimbu,BR,-7.4706,-34.8086,81.19,79,100,8.28,overcast clouds
639,Newport,GB,51.5877,-2.9984,49.08,94,100,14.61,overcast clouds
640,Buraydah,SA,26.326,43.975,54.05,25,100,6.31,overcast clouds
641,Port Moresby,PG,-9.4431,147.1797,85.42,74,40,17.27,haze
642,Northam,GB,51.0333,-4.2167,47.61,99,60,13.47,broken clouds
643,Sarai,RU,53.7458,41.0213,20.21,96,100,8.03,overcast clouds
644,Brigantine,US,39.4101,-74.3646,50.2,90,0,9.22,clear sky
645,Sakakah,SA,29.9697,40.2064,47.77,32,0,7.29,clear sky
646,Nagato,JP,34.3833,131.2,45.43,50,6,18.05,clear sky
647,Chulym,RU,55.0997,80.9572,8.53,93,72,7.78,broken clouds
648,Piacabucu,BR,-10.4056,-36.4344,79.59,78,100,9.35,overcast clouds
649,Skjervoy,NO,70.0311,20.9714,26.6,78,100,13.78,light snow
650,Markova,UA,48.6758,24.4138,29.01,73,38,8.97,scattered clouds
651,Iracoubo,GF,5.4802,-53.2011,75.65,80,99,8.08,overcast clouds
652,Usta Muhammad,PK,28.1794,68.0445,84.83,12,100,6.91,overcast clouds
653,Stepnogorsk,KZ,52.3544,71.8869,19.38,81,100,16.62,overcast clouds
654,Baracoa,CU,20.3467,-74.4958,76.69,65,74,13.62,broken clouds
655,Lakes Entrance,AU,-37.8811,147.981,74.16,63,0,8.52,clear sky
656,Geraldton,AU,-28.7667,114.6,82.81,61,6,12.66,clear sky
657,Autazes,BR,-3.5797,-59.1306,71.74,100,100,1.66,light rain
658,Inta,RU,66.0317,60.1659,-7.31,97,73,4.12,broken clouds
659,Naushki,RU,50.3828,106.1056,8.76,85,99,3.33,overcast clouds
660,Nasice,HR,45.4886,18.0878,42.75,84,89,3.22,overcast clouds
661,Buluang,PH,13.3068,123.3425,82.24,77,64,5.73,broken clouds
662,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,19.99,68,75,4.47,light snow
663,Culebra,PR,18.303,-65.301,75.29,72,26,15.99,scattered clouds
664,Baijiantan,CN,45.6333,85.1833,15.48,81,98,3.58,overcast clouds
665,Carbonia,IT,39.1672,8.5222,38.05,67,34,5.55,scattered clouds
666,Zafra,ES,38.4167,-6.4167,50.02,54,100,4.52,overcast clouds
667,Hammerfest,NO,70.6634,23.6821,28.85,86,75,9.22,light shower snow
668,Bartica,GY,6.4,-58.6167,67.06,94,37,2.04,scattered clouds
669,Arauco,CL,-37.2463,-73.3175,55.44,82,0,7.09,clear sky
670,Vuktyl,RU,63.8567,57.3094,-12.24,100,98,2.37,overcast clouds
671,Rio Grande,BR,-32.035,-52.0986,67.95,64,94,11.79,overcast clouds
672,Comodoro Rivadavia,AR,-45.8667,-67.5,53.46,50,0,8.05,clear sky
